id,price
1.0,5763.032603538877
2.0,9711.525734758961
3.0,4084.90578949485
4.0,1581.9795039790547
5.0,6048.4720794844625
6.0,4931.694260747806
7.0,4294.615980871456
8.0,5389.939424065647
9.0,15513.041082978936
10.0,4351.286965388366
11.0,816.4384342127537
12.0,2856.0970431119886
13.0,1564.4891743635333
14.0,2525.2368857349225
15.0,1143.055553046004
16.0,1469.0305118003423
17.0,3951.4391486904433
18.0,4197.537960773794
19.0,862.9140219867613
20.0,2096.107791800452
21.0,5031.713192847896
23.0,619.7503948116844
24.0,16535.972857034172
25.0,1151.4270460204016
26.0,676.2709270817172
27.0,1053.7433590146939
28.0,1582.2287662408985
29.0,871.5865692261269
30.0,10012.673457035004
31.0,623.3114654958084
33.0,752.2621467614241
34.0,646.2880714116753
35.0,2330.2236890562317
36.0,6268.271397939842
37.0,2614.5680132775688
38.0,2798.304132628028
39.0,640.5731095020973
40.0,495.4371533967253
41.0,9296.427131324066
42.0,860.5073767785093
43.0,1780.9552068089815
44.0,10598.556201488404
45.0,2263.933433414229
46.0,950.0044276221654
47.0,842.8117425146629
48.0,1201.9002553732234
49.0,2878.105427761812
50.0,601.505058354822
51.0,4447.86346768396
52.0,2972.103698863962
53.0,6977.786257804825
54.0,5563.952532727899
55.0,2247.0678165832674
56.0,8837.05881950536
57.0,2296.3185935746355
58.0,4286.655083906855
59.0,2768.6883015341796
60.0,1183.1934701083599
61.0,537.0781815556342
62.0,6979.93352343224
63.0,1069.6335029036413
64.0,8882.056681252698
65.0,17700.571843068712
66.0,907.6335068925064
67.0,11578.48286245324
68.0,5494.876893884019
69.0,9409.973173253398
70.0,474.150909383582
71.0,645.5262447317936
72.0,810.0530857420546
73.0,1272.3018342730327
75.0,1887.0387206065102
76.0,8577.325983472732
77.0,14539.61110226553
78.0,2676.9488827187083
79.0,6348.917858145689
80.0,10533.387946090697
81.0,2053.4432734074135
82.0,14935.811443908435
83.0,6608.548258581827
84.0,844.6180678845087
85.0,7386.899846006158
86.0,1011.9826288851758
87.0,12903.024897654917
88.0,8861.62206314407
89.0,14275.245397963103
90.0,4812.404204857814
91.0,1321.7398296469653
92.0,1002.6191586302813
93.0,915.6310379278643
94.0,10268.538847595579
95.0,523.0478141061135
96.0,14849.256583354492
97.0,15720.4401053948
98.0,12462.88334794559
99.0,719.3246284328079
100.0,2464.105965256281
101.0,771.6641372207314
102.0,690.9420818387322
103.0,460.0916569987279
104.0,1093.881655272884
105.0,1651.0458243710564
106.0,1347.6874338442346
107.0,782.5781507043126
108.0,1164.2541917520814
109.0,640.3554858028757
110.0,622.3808510955466
111.0,1037.55023504899
112.0,1797.590338600809
113.0,1598.5944459406694
114.0,1363.8077521830974
115.0,5005.031060834805
116.0,5138.76213853041
117.0,15187.977761674687
118.0,484.50710551435856
119.0,17692.015737314003
120.0,1434.9496950943385
121.0,1495.0262738363417
122.0,1058.8695899335178
123.0,550.0525694106616
124.0,713.8776066314821
125.0,1474.3119614462455
126.0,1154.6909238309702
127.0,12681.850846575913
129.0,5027.189844888048
130.0,6453.625985394896
132.0,6779.517040587017
133.0,1045.13871249351
135.0,1139.4671458450698
136.0,627.3998714083345
138.0,560.5101883933319
139.0,4370.578908443102
140.0,801.1146755719677
141.0,905.0861852994371
142.0,3436.626815042435
143.0,3957.3685487530365
144.0,774.3438353968356
145.0,6175.880362113025
146.0,16781.83731322733
147.0,5066.067839326773
148.0,2630.0797793446186
149.0,1727.4217708175388
150.0,2787.8364066339905
151.0,1695.8969239782293
152.0,11914.656972074832
153.0,2859.280605929069
154.0,649.446282608334
155.0,15293.890629101817
156.0,3455.3732107841684
157.0,2778.2151131640003
158.0,3925.471168812657
159.0,849.4542773466936
160.0,7522.160781739048
161.0,9681.837516964699
162.0,665.5846936065823
163.0,705.384600895217
164.0,5411.993520502448
165.0,11052.886412159573
166.0,3094.8873745279298
167.0,4495.218469902614
168.0,3570.5814754155463
169.0,11255.885354009859
170.0,712.8701966417204
171.0,1579.6447050636102
172.0,4806.046934242898
173.0,2155.6227839073367
174.0,6195.739532428643
175.0,1806.4973290028083
176.0,4469.490384306393
177.0,3310.562180626387
178.0,2451.7050643694106
179.0,3537.963615089932
180.0,3479.3972872720155
181.0,1722.4813163961005
182.0,943.3343756588448
183.0,1608.9602195857442
184.0,682.7866710543437
186.0,882.7004062472887
187.0,906.724734994255
188.0,499.7999264208066
189.0,1756.7198016613681
190.0,2443.2015827711202
191.0,716.524965306435
192.0,894.6692799167575
194.0,4102.63796170781
195.0,2357.126628421459
196.0,631.136370781198
197.0,12864.84223360277
198.0,668.6217195817819
199.0,8600.687877378065
200.0,9253.164295125682
201.0,6549.147217097641
202.0,725.6962973974861
203.0,675.8937213207901
205.0,3629.0485882850276
206.0,632.4715240281179
207.0,3005.909768526288
208.0,936.9173768860213
209.0,8141.09134236835
210.0,2393.3993211033985
211.0,7220.5569730720235
212.0,11084.985123205854
213.0,435.66119297388735
214.0,1290.6061875242908
215.0,898.0108121349812
216.0,2639.1880700951365
217.0,2585.0482514543282
218.0,730.2979099069485
219.0,1390.742457461745
221.0,2127.8672740756806
222.0,9241.591614033887
223.0,1035.1730997194813
224.0,1258.6230460486493
